u,g,r,i,z,y,redshift,mstar
29.3899,28.6912,27.7836,26.9528,26.2946,25.8551,0.453531,7.85580314105789
24.1103,23.7234,23.5267,23.4363,23.4213,23.4504,0.187518,7.39037687427426
25.4439,25.258,25.0746,24.7141,24.085,23.734,1.09988,9.89560539745636
99,26.9269,26.2759,25.6969,25.4486,24.4177,1.46735,9.68787394113192
27.4256,26.1692,25.588,25.2945,25.3783,25.5422,0.239374,7.23228185817368
26.3178,25.4861,24.554,23.6535,23.3567,23.1466,0.778849,9.50577653878857
28.7064,27.9365,27.6145,26.645,26.2614,25.5148,0.878274,8.39302738364865
28.5512,27.7829,27.0167,26.7507,25.8995,25.226,1.22277,8.91533597920292
24.8528,24.5896,23.8254,23.5888,23.4695,23.4178,0.445836,8.46961438831421
28.4887,27.4351,26.7794,26.3185,25.8606,25.6921,1.05583,8.60873243485518
27.9232,27.5311,26.3857,26.2641,26.127,26.9871,0.395717,7.21708895147917
99,26.7884,25.0361,23.8105,23.1178,22.783,0.808758,10.3411534777767
27.7057,27.9191,27.0891,26.0303,25.656,25.2519,0.962721,8.82961570940608
27.5497,26.5752,25.7452,25.138,24.3453,24.1911,1.03368,9.41684678981818
28.3977,28.9545,27.8031,26.6734,26.785,26.3796,0.715163,8.09022629994003
99,27.3367,26.2751,25.2474,24.3305,23.8876,1.08135,9.83248272651421
99,27.5021,26.775,25.3886,24.0786,23.3754,1.71553,11.5485626099653
23.5984,23.0809,22.1604,21.3713,21.1035,20.8528,0.65981,10.3455795550091
27.6025,25.9363,24.7323,24.3041,24.0234,23.8056,0.40394,8.70932848499969
28.4915,27.7256,26.8789,26.2455,26.2561,25.8837,0.549344,7.679170696328
30.8072,29.1404,28.5433,26.6415,26.2821,27.2828,0.739753,8.20577528612139
27.4218,27.7838,27.3371,26.9519,26.886,26.7784,0.479748,7.17807290456954
26.3722,25.864,24.8687,24.1503,24.042,24.0349,0.657561,8.8702973671509
28.7823,28.0561,26.9531,26.4652,25.8134,25.868,1.22281,8.75182778554683
23.6795,23.3701,22.829,22.3039,21.8436,21.6761,0.968038,10.1469400272248
25.8807,26.0459,25.5312,25.1945,24.9284,24.6201,0.48265,8.07395650563713
27.1976,26.8171,26.0566,25.8443,25.5703,25.8283,0.33652,7.31589900620482
27.5043,26.9962,26.1071,26.2812,25.539,26.6435,0.371039,7.29117563968871
25.0668,24.8004,24.2263,23.5828,22.853,22.4467,1.04855,10.2422605865036
27.7066,26.8187,26.2252,26.0454,25.8251,26.03,0.296949,7.15369294000855
26.9278,28.0943,27.3454,26.842,26.8928,25.9257,1.07384,8.09695517728567
29.8431,29.9433,27.3529,26.6915,26.6244,27.612,0.596143,7.71389105172304
25.9518,25.6181,25.3868,24.7967,24.3559,23.5577,1.38541,10.4060340602984
29.4006,28.3415,27.423,26.5327,25.9776,26.1506,1.28268,9.02015403163833
28.5635,26.7111,25.2058,24.2558,23.9069,23.5307,0.579954,9.51098980016174
27.2986,26.4819,25.1969,24.6982,24.5242,24.3525,0.438542,8.64196563604676
28.3537,27.1338,26.2931,25.8094,25.4468,25.5635,0.560491,7.80394098874041
27.3011,26.4751,24.7873,23.6123,22.9329,22.6039,0.815711,10.3714243917807
25.519,24.8847,24.364,24.2293,24.0613,24.0616,0.29102,7.78025320756036
99,27.8817,27.3421,26.6355,26.7957,26.496,0.72924,7.78852683440564
26.169,25.4699,24.198,23.5127,23.2358,22.9772,0.528058,9.42176511233054
26.7227,27.2719,26.8514,26.4101,26.3778,27.2714,0.628954,7.48597681871588
25.82,25.3945,24.6157,23.8658,23.6401,23.5855,0.716945,9.03876318141118
26.3009,26.03,25.5539,25.0001,24.3465,24.1032,1.04932,9.15291181266305
25.9995,25.3328,24.5928,24.3925,24.2896,24.1503,0.341384,7.95007165533919
30.9884,27.4586,26.9902,26.8887,26.6171,26.5364,0.498887,7.29164630173675
28.8358,28.2432,27.3589,26.8656,25.2545,24.4327,1.92606,11.3342184445719
29.5441,28.0038,27.5685,26.8777,26.4936,25.9362,0.817415,7.83917437504399
28.5892,26.5534,26.0724,25.3889,24.6473,24.1312,1.1448,9.74674392615354
99,26.8228,25.6964,25.1345,25.0015,24.6383,0.255704,8.13773063209668
99,31.1136,27.0973,25.654,24.7891,24.0873,1.5069,11.0275942118262
26.4612,26.1642,24.3699,23.2674,22.4275,22.0499,0.940758,10.7587454061599
25.9153,26.4954,26.387,26.5049,26.2454,27.2284,1.88123,7.34012273702787
29.4375,29.6506,27.1248,25.3582,24.741,23.6823,1.39146,10.9168480564237
29.5396,27.0974,25.7506,24.9564,24.6614,24.3062,0.512983,8.79248064070953
99,28.084,27.1536,25.9133,25.5023,25.1634,0.703121,9.11578352941297
30.7956,29.4781,28.4377,26.7686,26.1635,25.2394,1.30604,10.215698355121
28.218,27.4318,25.8657,25.4286,25.1968,24.9535,0.361134,8.36392771562535
26.1988,25.3816,24.4915,24.2839,24.0787,23.9599,0.376414,8.10062553208634
99,27.6488,27.1024,26.0688,25.7194,26.4107,0.963812,8.77768340809114
99,29.2382,27.112,26.4511,26.1808,25.9939,0.947205,8.74621838479165
28.225,28.0031,27.2046,26.7269,26.8126,26.75,0.663648,7.8610239493772
25.253,24.8632,24.2562,23.6279,23.49,23.3227,0.672257,9.04401813709831
99,28.9444,27.2749,26.7535,26.5667,26.2029,0.452073,8.1611253285644
99,27.5862,27.5475,26.9981,27.3863,25.909,1.57242,9.80508335423645
27.2713,26.437,25.5835,24.5767,24.2184,24.2577,0.82704,9.10895719987853
26.9798,26.6111,25.9263,25.4345,25.4967,25.3,0.579968,8.06818214981165
27.1309,27.3042,27.2022,26.6347,26.7559,26.7498,1.81493,9.18255444878663
99,27.9966,26.4151,26.1224,26.1044,26.2848,0.421983,7.5929624413982
27.5862,26.9031,26.5848,26.3357,26.1212,25.4096,1.02839,8.26327143953863
24.2701,23.508,22.9345,22.6683,22.5642,22.4524,0.206365,8.27433107049123
23.4856,22.8803,22.1255,21.9228,21.6834,21.669,0.331151,8.97358270050574
26.5073,26.873,27.0525,26.8508,26.5189,27.2601,1.68177,8.81534260784994
28.6332,26.9738,26.4361,25.8586,25.6303,25.786,0.867017,7.93598714288034
27.0358,27.8332,27.4709,26.7997,26.3547,26.7301,1.10062,8.30157686225753
29.6858,28.8292,27.1588,26.6269,26.3813,27.8534,0.485209,7.76435848283506
27.4195,25.4192,23.7752,22.876,22.5099,22.2021,0.566534,10.0314771379491
28.3528,29.268,27.7057,26.8126,27.3418,25.82,1.23755,8.88440902679493
99,28.1308,27.7553,26.7677,26.7632,26.13,0.623038,7.73829447905272
24.7587,24.4126,23.8354,23.7732,23.5592,23.5557,0.361552,8.04596416554931
27.3347,27.1875,27.037,26.3611,26.6414,26.6975,0.606597,7.46004946418062
23.3097,22.8403,22.4846,22.2635,22.2572,22.1799,0.208763,8.09880633951798
27.228,27.0615,26.5182,26.0492,26.0665,25.4067,0.676075,7.86371711568971
26.0302,26.0937,25.9432,25.9265,25.5404,25.0817,1.33091,8.74254603625929
29.8926,26.7,25.653,25.4345,25.2553,25.1213,0.463768,7.87192069884102
27.4636,27.3756,26.5727,25.8102,25.2177,24.714,1.28401,9.49189512802522
28.2967,28.4509,27.5786,26.9671,27.0657,27.9632,0.798567,7.86639840972692
26.7506,26.5276,26.3117,25.9911,26.1341,26.2438,0.604567,7.24117777147007
27.3935,27.4471,27.5208,26.9194,26.6563,26.6666,0.935312,7.67618587412695
25.744,24.8399,23.76,22.7946,22.4335,22.1189,0.699467,10.1120986998373
26.4951,26.061,25.8226,25.5088,25.2373,24.8049,1.34576,9.62658465347285
28.9002,26.9998,26.2817,25.9232,25.7606,26.132,0.403876,7.61254439912436
26.1131,26.1779,25.7082,25.3141,25.2566,25.6386,0.624354,7.84511044825077
28.2159,26.8002,26.2768,26.009,25.9735,25.9111,0.260066,7.07171635494086
29.3172,28.1045,27.0097,26.0503,25.0687,24.5923,1.09596,9.87881295092802
28.9992,28.6915,27.7963,26.9559,26.5543,26.2252,0.484294,8.00928938641336
26.9439,27.5068,26.7174,26.5296,25.9712,25.4704,1.41419,9.52463105795271
24.9931,24.5359,23.8763,23.1259,22.8556,22.6224,0.710145,9.62113887681176
26.1973,26.2876,25.8529,25.8769,25.7139,26.2905,0.325689,6.92163706192316
28.0961,27.9159,27.6496,26.8947,27.4715,26.6022,1.66916,8.63431299315384
29.1578,28.6586,27.9488,26.8764,26.4978,25.2083,0.793726,8.47659399081012
25.2816,25.2144,24.7565,24.1266,23.8791,23.7703,0.786645,8.90954212303759
26.2977,25.5083,25.1104,24.9248,24.8992,25.2323,0.193224,7.00845112357212
25.6724,25.4327,24.9303,24.2839,23.9505,23.9258,0.82047,8.94145726667258
21.8305,21.2368,20.8457,20.6131,20.6112,20.5443,0.196541,8.75789381539672
27.9896,27.9756,27.263,26.7206,26.5111,27.2341,0.817731,7.9373909953001
24.106,24.1252,23.8729,23.8297,23.9366,23.4955,0.523472,7.85396089872508
27.816,27.0185,26.1637,25.7677,25.5948,24.8447,0.575996,8.28678868795954
26.4183,26.1716,25.3447,25.0675,24.749,24.4759,0.454497,8.12750649697885
28.874,27.8686,27.2363,26.5066,25.9643,25.8813,0.782145,7.98434455618114
23.4502,23.3155,22.8355,22.1157,21.7436,21.5944,0.83383,10.0914101732173
27.9544,28.4736,26.7737,26.2693,26.0699,25.3796,0.6542,7.92954306509886
27.3813,26.8131,26.8842,26.5702,25.8297,26.0091,1.24102,8.25787528251069
29.9606,28.1433,27.2481,26.6596,25.5482,25.5667,0.91746,8.26438803652732
28.738,27.0952,25.7856,24.8725,24.5252,24.1937,0.651539,9.05210499488899
26.3485,25.9737,24.7631,24.1931,24.1537,23.9381,0.581887,8.64292330434333
27.3768,25.7903,24.6143,23.7303,22.8393,22.2773,1.10208,10.6717465842035
29.3964,27.1626,26.3355,26.1522,26.0269,26.2707,0.413459,7.4859995129812
28.5468,26.0667,24.5644,23.984,23.6574,23.4718,0.455746,9.13676811504419
29.7088,28.6606,27.4907,25.7409,24.7922,24.1887,1.60274,11.1218453408026
99,26.9265,26.3835,25.6962,25.3049,25.1155,1.35567,9.13409100542237
27.1473,25.7672,24.9321,24.6212,24.4401,24.1365,0.264638,8.01673674854507
24.9174,24.1492,23.3579,23.0978,22.881,22.7935,0.308875,8.52847447134848
26.6516,26.4192,25.7525,25.1952,25.2185,25.4452,0.62976,8.0557566450185
26.5442,26.262,25.348,24.3158,23.9234,23.6304,0.661546,9.62886281879715
26.9564,25.9835,25.5325,25.4406,25.366,25.2729,0.214447,6.8502957179686
25.6777,25.5556,24.9932,24.3261,24.1929,24.0558,0.786224,8.71579366241928
27.4668,26.991,26.4219,25.7578,25.5981,25.1595,0.75112,8.51906106934891
28.4867,27.6053,27.1172,26.8987,26.0305,26.6547,0.908125,8.14188228459313
27.8901,27.8901,27.1985,26.994,26.6401,26.5657,1.02442,8.36791846183379
26.4627,26.1724,25.6788,25.1735,24.572,24.2051,1.00842,9.09709064194431
24.6665,23.9191,23.15,22.8791,22.6812,22.554,0.309376,8.63304809754925
31.9362,26.6987,25.9681,25.6768,25.7458,25.2681,0.351663,7.59406864263604
33.7108,28.4262,27.4605,25.7206,24.7154,23.9811,1.6476,11.3302595105316
26.3862,25.9589,25.0143,24.614,24.4774,24.1256,0.526274,8.34349327789489
28.2532,27.075,26.6404,26.212,25.7424,26.1102,1.2021,9.0843832152586
26.1307,25.7132,24.9677,24.7995,24.7014,24.6303,0.441338,7.96174230570307
29.1962,27.018,26.3044,25.4352,24.1687,23.5518,1.77653,11.517038784296
28.7799,28.4168,27.7938,26.8287,26.4169,26.1466,1.33434,8.57852231287263
25.0249,24.8752,24.3727,23.7446,23.4671,23.2855,0.77131,9.23210120269931
99,28.3126,27.4529,26.8721,26.3622,25.7877,1.2233,8.51483984030548
99,27.5167,26.8317,25.9133,26.016,25.6003,0.688467,8.00092406346785
27.9504,27.8802,27.7706,26.7031,26.3438,26.5557,1.01908,8.36612959264373
26.2221,25.9613,25.1314,24.9164,24.91,24.6529,0.391185,7.87636854696629
29.7756,27.938,25.6109,24.3781,23.4422,22.6743,1.11223,10.9633835565507
25.5769,24.4557,23.1159,22.0128,21.5499,21.1718,0.609732,10.8094001073379
25.5351,25.3173,24.7598,24.0268,23.2467,22.8584,1.03822,10.1616075469084
99,27.5528,27.1498,26.8855,26.4534,26.7308,1.17861,8.47058981727465
27.9847,27.5548,26.647,26.717,27.0667,26.6435,0.360648,7.04252432331054
28.4828,26.9231,26.3841,25.5268,25.1913,24.8301,0.911623,8.52493978582322
99,28.0231,27.596,26.9901,26.6475,25.6794,1.38226,8.89005643852807
26.8967,25.991,25.4922,25.3054,25.3228,25.1209,0.213801,7.04641321424825
27.1077,26.4393,26.4354,26.2914,25.4952,25.4477,1.00907,8.04509599083013
25.8442,25.6675,25.4094,25.0618,24.6427,24.1206,1.28244,9.28695470181419
25.5801,25.2819,25.0792,24.569,24.0127,23.4232,1.56549,10.9265651969685
26.5825,26.1918,25.2849,24.998,24.9082,24.6228,0.480719,8.1907853689131
26.3788,26.3324,26.2611,26.1498,26.1902,26.0678,0.714207,7.470313447515
28.6623,27.635,27.6133,26.7378,26.3493,26.9344,1.22037,8.28030742085802
28.6879,27.398,27.1956,26.0228,25.2224,24.5404,1.67466,10.9137661833002
27.6576,27.6784,26.8092,26.3283,26.3789,26.2921,0.471917,7.4395300555614
25.9826,25.8423,25.4181,24.9085,24.546,23.8676,1.36033,9.89408943922573
24.8876,24.1419,23.2734,23.0451,22.8367,22.7863,0.38254,8.62216012149965
27.7669,27.6263,26.4438,25.4963,24.7485,24.4092,0.936692,9.61428117743306
26.9546,27.3391,27.3211,26.7988,26.4408,25.8305,1.60953,8.83790520615823
26.9448,26.8997,25.0822,23.8319,23.2784,22.8939,0.740876,10.2750785932783
28.0135,27.4884,26.4276,26.1513,25.7309,25.8595,0.522186,7.65037455670387
26.554,26.5847,26.5708,26.6845,26.9093,25.5634,1.25798,7.3237243062456
26.7249,27.2236,27.1874,26.98,27.5499,26.289,0.86623,6.8286096340281
31.7366,28.3304,27.0767,26.705,26.2353,26.0348,0.447641,7.8987213431112
23.3984,22.4654,21.3567,20.8172,20.5562,20.3165,0.489237,10.2556993515121
25.8568,25.9946,25.6428,25.1081,24.4073,24.0531,1.1355,9.70855516221296
28.4074,28.1714,27.2246,26.0206,25.5662,25.4369,0.864257,8.75002214490301
26.3337,25.9364,24.9204,24.6084,24.3003,24.2284,0.357896,8.26849138514934
99,27.6594,26.2377,25.6986,25.4026,25.1226,0.488599,8.42688683684249
26.6607,25.7988,25.2282,24.485,23.9735,23.1173,1.33045,10.6369620514865
99,29.1154,27.432,26.6484,26.5718,26.2675,0.410685,7.56093550875339
28.2351,27.5185,25.5528,24.4061,23.7498,23.4306,0.824012,9.98161159999326
25.9488,25.6042,24.9523,24.1906,23.4594,22.7751,1.18912,10.578031460188
27.2149,26.7117,26.0554,25.5732,25.7275,25.6796,0.631987,7.9644246401792
99,27.3156,26.7727,26.5686,26.4497,25.8459,0.455617,7.24165105727211
33.8995,28.1714,27.6708,26.811,27.2634,99,0.851045,7.90002611460991
25.6198,25.4285,24.6367,23.8804,23.6293,23.3545,0.692153,9.28672361116405
26.4195,26.3348,25.6557,25.4837,25.3567,25.3314,0.3803,7.50582938890571
27.2891,27.4261,27.2025,26.6968,26.2982,26.2163,1.54447,9.07727340415371
27.315,26.7008,26.6328,26.5382,26.8591,25.9239,1.59537,8.5748169192076
24.5785,24.0761,23.0741,22.5701,22.3738,22.0167,0.535201,9.44409946983927
25.4593,24.728,23.7881,23.4999,23.3136,23.2636,0.421965,8.6850669388646
26.3377,25.6578,24.9834,24.9297,24.6153,25.0926,0.359071,7.65098321413844
28.686,28.6074,27.6056,26.4235,26.1379,26.5117,0.944675,8.44818361567156
26.5516,26.7966,26.5119,26.1127,26.2717,25.7406,0.788865,7.97367591991999
26.5509,25.3729,23.8268,22.7752,22.3904,22.0179,0.614401,10.296285565071
26.7063,26.8209,26.4575,26.2818,26.3435,25.8098,0.67671,7.25455049387733
29.6383,27.6777,26.845,25.2518,24.4145,23.7528,1.60238,11.1969302238499
26.0482,26.0613,26.0561,26.0413,25.8153,25.4291,1.3027,8.02326892546306
25.6417,24.945,23.8285,22.9122,22.5726,22.2373,0.660838,9.99320866230433
28.1337,26.5828,25.7676,25.0622,24.3818,24.0641,1.11947,9.51509061336736
28.0359,26.7023,25.2108,24.0758,23.6678,23.3041,0.696502,9.79264448737306
99,29.1518,27.2096,26.653,26.8944,26.1581,0.682597,7.67848377977867
30.8657,27.3783,26.9132,26.7088,26.1729,25.9242,1.17933,8.41132334196396
28.9428,27.8245,26.476,26.2851,25.9881,26.0782,0.383773,7.23613149535849
25.5469,24.9077,24.0174,23.7566,23.5029,23.3504,0.354559,8.47125796389279
99,28.5729,27.984,26.9231,27.5273,26.6305,0.665037,8.30712362587218
99,28.8927,27.7421,26.8207,27.5601,26.3423,0.661934,7.58870522450113
25.5806,24.9805,24.6217,24.1459,23.8826,23.3842,1.57547,10.0477108904225
26.7496,27.3089,26.6514,26.0968,25.5494,24.7693,1.35592,9.39295534313443
27.6591,27.3619,26.0331,25.4139,25.1461,24.5308,0.508085,8.63569079158194
27.3442,26.7945,26.0893,26.0666,25.8305,25.3497,0.511036,7.73728331010964
25.3926,24.2295,22.843,22.2983,21.9736,21.8105,0.398169,9.76745049246268
31.1307,27.9136,27.1247,26.458,26.6327,26.4485,0.758831,7.96606660503363
26.2601,25.7148,25.1424,24.5179,24.4046,24.3625,0.678977,8.57801654242636
27.6965,28.2146,27.8111,26.9697,26.9793,26.2213,0.921709,7.8427739407658
28.5933,26.357,25.9208,25.4195,24.845,24.4635,1.30845,9.60421741032222
28.2581,26.9889,25.2009,24.077,23.2967,22.967,0.898733,10.1987917523372
99,27.9818,27.8162,26.7926,25.9982,24.7854,1.48838,10.0453973111202
26.9801,26.6535,26.0023,25.3036,24.9553,24.5201,0.773482,8.73138405869663
28.4779,27.6834,27.1218,25.9166,25.6385,25.6623,0.877189,8.54872222920634
27.3657,26.8181,26.43,25.9112,25.9745,25.826,0.723488,7.98290547298445
99,28.5853,26.5687,25.5527,25.1522,24.8205,0.720781,9.14320534811101
26.8946,26.8901,26.8024,26.0496,25.6858,24.7608,1.39712,10.0749297518631
25.043,24.5845,24.4476,24.246,24.5303,24.2646,0.128547,6.64245660591977
27.2308,27.3618,26.8707,26.2686,25.7254,25.1368,0.858214,8.42834540818489
25.2824,25.161,24.9555,24.5198,24.1594,23.5483,1.31956,10.2002456748607
27.5479,27.2368,27.0361,26.5147,25.8416,25.6946,1.10265,8.4633942341235
30.7111,28.3951,27.8681,26.6679,27.059,26.3116,1.22082,8.70029431848379
28.271,26.1155,25.1774,24.9252,24.7186,24.4557,0.458777,8.17638647893999
30.2631,28.5413,27.4693,26.5105,26.2373,25.9254,0.799548,8.1054488682795
28.4126,31.3977,27.9005,26.6456,26.1051,25.754,0.91481,8.08395029998732
26.5475,26.1872,25.3251,24.4969,24.2142,24.2616,0.829478,8.96383125462242
28.9397,27.1869,25.8866,25.1901,24.9657,24.6439,0.643576,8.55230432687094
26.3205,25.6165,24.7773,24.2304,23.4589,23.1723,1.16854,9.70258733669898
26.2908,25.78,24.9082,24.2604,23.5121,22.8905,1.1163,10.2678261980509
29.1822,27.9598,27.0953,26.3967,25.4781,25.2096,0.877803,8.78491242700006
29.4051,27.5692,27.0635,26.4323,26.1074,26.0035,0.657798,8.03140442428417
24.9316,24.4355,23.8001,23.6342,23.3511,23.3253,0.329834,8.17530882458579
27.8408,27.7445,26.9355,26.1188,25.7347,24.5639,1.32504,10.0306118642328
26.5888,26.7567,26.7198,26.7456,26.8136,26.9058,1.21107,7.05658091449446
26.2799,25.3432,24.306,23.8948,23.7097,23.6334,0.250615,8.3579043691253
26.0307,26.162,25.9731,25.6196,25.8581,25.398,0.607797,7.35399120224792
27.5099,27.0959,26.3409,26.2706,26.0652,26.8111,0.479608,7.49357375449604
28.3106,27.0816,27.0172,26.9983,26.6742,26.3408,1.16512,8.2714373155278
29.3583,28.6185,26.3791,25.4196,24.2994,23.6854,1.01614,10.2957825445362
24.6719,23.4645,22.1368,21.239,20.918,20.6499,0.607366,10.5896056021399
27.2696,27.1944,26.4046,26.0779,25.6412,25.7737,0.578939,8.09394672389058
26.4699,27.7254,27.3796,26.9799,27.4522,26.9218,1.38809,8.40051726709327
24.358,23.9451,23.3787,23.24,23.0865,22.933,0.340672,8.28816871037803
28.0201,27.5883,26.7227,26.4831,26.2306,25.8142,0.416932,7.69495950885239
27.2767,26.1352,25.3498,25.1266,24.9955,24.6117,0.397166,7.77643529696054
29.1278,28.4371,27.6922,26.7801,26.0322,26.0483,0.890285,8.26467618214882
22.5003,22.1706,21.6415,20.9457,20.6503,20.5461,0.860165,10.3676857104708
99,28.104,27.0649,26.6084,26.4731,25.766,0.655335,7.73340753795451
30.7052,28.7348,27.8695,26.6872,25.724,24.6763,1.48319,10.5316832428432
28.0601,28.3414,26.8948,26.2583,25.7224,25.3487,1.09805,8.77427602969973
26.4691,25.8173,25.5735,25.3808,25.4868,25.0149,0.223935,6.8081981397717
31.685,27.9505,27.6272,26.2665,25.9295,24.9876,1.38512,10.3505542430629
27.0575,27.5305,26.6426,26.0222,25.2146,24.7912,1.21331,9.25052002491211
29.1164,27.8394,27.4497,26.8203,26.4263,25.3336,1.47545,9.84416578869674
24.5274,23.5729,22.4225,22.0202,21.7611,21.6149,0.425434,9.52618802351113
29.2504,27.3839,27.5594,26.8596,27.2281,25.7611,1.58275,8.87994470615306
27.4899,27.8276,27.0137,26.3417,26.0756,25.7821,0.985667,8.55118153078059
24.98,24.8743,24.8064,24.5882,24.2913,24.1849,1.10687,8.73262291033457
27.5347,27.4164,26.7086,26.1628,26.0603,25.8387,0.628335,7.98438417509978
24.423,24.154,23.9969,23.5857,23.1798,22.481,1.56132,11.1473671077938
25.6443,24.9582,24.377,24.1375,24.0517,23.88,0.22231,7.66629609674522
26.9709,26.2626,25.4054,25.2256,25.0368,25.0261,0.411973,7.84264854896995
28.5572,28.2877,27.4752,26.9541,27.5945,27.2545,0.715458,7.57745273455547
24.4493,23.9789,23.4495,22.7737,22.5904,22.4742,0.781337,9.3827084797547
28.2443,28.7402,27.1355,26.151,25.8617,25.4057,0.619463,8.60067455592417
25.7839,25.1111,24.0787,23.2305,23.0104,22.8545,0.703164,9.44252053125445
99,27.5086,26.526,26.3163,26.0648,26.1637,0.305195,7.16227756993475
26.434,26.3436,25.7962,25.6453,25.2866,25.5903,0.437885,7.28992101179589
25.6832,24.3525,23.4815,23.0917,22.8992,22.6501,0.183546,8.48500410659108
29.4406,28.8952,27.6922,26.725,26.6272,26.9651,0.667904,8.22194602068635
28.015,28.2508,26.9375,26.6439,27.2996,26.9989,0.566796,7.32323353136457
25.2277,24.3922,23.4244,23.1114,22.8857,22.7831,0.376723,8.83604927102347
27.9699,26.4384,24.9523,23.9112,23.1751,22.8478,0.855468,10.2450188707378
27.2709,26.3237,25.6691,24.8745,24.3293,24.2017,0.980652,9.33064506488419
26.3638,26.6109,25.9707,25.1436,24.8359,24.8525,0.767191,8.85719193116596
27.5414,27.272,26.0254,25.0418,24.1714,23.5668,1.12147,10.3763615811864
23.2594,22.7074,22.0648,21.893,21.7111,21.6465,0.327884,8.86096114627997
27.5585,26.8397,25.8674,25.5553,25.474,25.0312,0.583076,8.01068996791424
29.1416,27.9681,25.9139,24.6352,24.0375,23.6162,0.763738,9.90688106888565
27.2725,28.6155,27.7717,26.8737,26.7264,26.6505,0.698524,7.65247938530357
27.0957,27.4956,27.2366,26.8428,27.6812,26.301,0.53883,6.65535744847602
28.3362,27.6658,26.7036,26.7375,26.4093,26.1695,0.452115,7.28883474806451
29.2863,26.9909,26.2138,25.9967,25.7093,25.5681,0.294424,7.10193257152504
25.7484,25.7423,25.6129,25.4378,25.4619,25.5369,0.652346,7.50241073120419
26.4541,25.4222,24.5544,23.9016,23.7491,23.5127,0.642914,9.04488846701264
30.2282,28.3542,27.0496,25.8328,25.0548,24.222,1.19456,10.3508060383034
25.3351,23.9209,22.8016,22.4376,22.1179,22.0164,0.307442,9.13666667325641
28.5171,27.9523,26.5595,25.6346,25.4804,25.3819,0.560888,8.62396115641501
26.5116,25.6709,24.9227,23.7904,23.1879,22.3363,1.35107,11.0876039736878
27.5342,27.2798,26.2296,25.2723,24.9246,25.0804,0.659768,8.92757257603311
28.9316,28.9811,27.5923,26.6194,26.4789,25.706,0.727962,8.32268436115199
25.3497,25.2461,24.7584,24.5637,24.5653,24.0572,0.53278,7.85841447098652
23.3212,22.6823,22.3322,22.1462,22.1266,22.1156,0.176039,8.05740742772215
28.4793,27.0462,26.4217,25.6179,25.4616,25.499,0.768649,8.49005544697822
25.7816,25.9986,25.8972,26.1916,25.5453,26.5561,0.282616,6.14711957602197
28.5822,27.3007,26.1137,25.0161,24.6212,24.0957,0.667916,9.26912050097514
27.3371,28.2998,27.0854,26.9586,26.899,25.6787,0.410746,6.93809923669901
27.7032,27.2728,26.9209,26.1434,25.32,24.9992,1.00869,8.99133862314708
99,27.4677,26.5127,26.5064,26.1509,27.8942,0.352988,7.21169708096026
25.4819,24.868,24.1085,23.4385,23.2634,23.0668,0.651236,9.19532113001605
27.4617,26.7398,26.5714,26.1579,26.1522,25.2109,1.4453,9.10929499875522
25.2427,25.3386,25.0952,24.9367,24.9952,24.7765,0.588763,7.68314343731023
24.2762,23.7836,22.9703,22.4591,22.2921,22.1298,0.581893,9.44706495826648
26.412,25.719,24.7718,24.3234,24.0883,24.0273,0.570138,8.69847636536452
26.7328,26.4062,25.7977,25.5919,25.7844,25.207,0.526889,7.55289686001123
27.2004,27.2736,27.1297,26.4193,26.4003,26.5454,1.17155,8.52685598712587
26.2012,25.5518,24.6761,23.784,23.5306,23.3192,0.715827,9.38707823288783
27.2373,27.7049,26.7945,25.7757,25.0268,23.9689,1.4177,10.3786594891194
28.0538,27.1279,26.018,25.3989,25.2628,25.0838,0.555063,8.29628117439955
99,29.4335,27.5388,26.5218,26.7362,26.0738,0.677327,8.01788439021672
27.8421,26.2569,24.7832,23.7518,22.8219,22.126,1.13279,10.97879658613
28.169,27.7758,27.0945,26.7484,26.3991,25.4158,1.1177,8.1008597125149
26.9194,26.1633,26.1535,26.0679,26.4007,25.6477,1.53977,9.10533643222439
26.1053,24.7844,23.6252,23.1947,22.9331,22.7924,0.290834,8.93260717811848
26.5484,26.4355,25.9233,25.4369,24.879,24.8286,1.08381,8.93240120708495
28.0939,29.1668,27.7787,26.6403,26.2295,25.641,0.670624,8.43216726944259
28.9357,27.848,25.7433,24.6078,23.7104,23.254,0.904756,10.476841768692
24.2583,24.0422,23.7242,23.3924,22.8391,22.5171,1.19308,9.91057851877301
99,27.904,27.6246,26.5958,26.2211,26.9485,0.574141,7.6595777556793
27.5764,27.3956,26.8458,26.7936,26.3866,25.7694,0.513005,7.16998872835412
24.2383,24.1465,23.8967,23.747,23.4061,23.1873,1.80216,10.8398656597254
24.7626,24.5234,23.8603,23.2832,23.0943,22.9683,0.651623,9.17511444642215
25.7052,25.5195,24.6153,24.3048,24.1515,23.9028,0.474881,8.36169951154079
24.5322,24.2387,23.6221,22.8794,22.5564,22.3359,0.706522,9.80624647023544
29.8462,99,27.8732,26.5571,26.6506,25.7525,0.561753,8.30956842509619
26.3986,26.1346,25.7328,25.362,24.8981,24.6057,1.75857,9.69994260268864
27.1504,26.9046,26.5238,26.2777,25.9567,25.7022,1.0137,8.39936908945089
99,28.3179,27.4028,26.812,26.7618,99,0.821872,7.86950805436756
28.3895,27.4144,26.9499,26.162,25.8814,25.7711,0.695208,8.19950560557133
